1M coll Haire 400.00000000 177.38000000  calculated
465.93000000 96.38920000
466.71300000 94.81630000
466.86300000 93.12340000
467.41900000 91.06720000
468.54800000 87.39810000
468.60800000 89.13110000
469.72800000 85.22020000
470.08000000 83.28520000
470.22000000 81.31010000
470.97500000 78.93120000
471.32200000 76.87520000
472.30300000 74.97980000
472.64300000 72.72230000
473.41600000 70.86730000
474.39400000 68.89120000
474.74000000 66.79500000
476.11600000 64.21380000
477.09200000 62.19740000
477.66400000 60.58460000
479.04700000 58.20490000
480.22900000 56.06730000
481.82000000 53.64710000
483.20900000 51.42870000
484.80900000 49.29060000
486.19000000 46.83040000
487.58200000 44.73290000
490.43400000 42.43210000
492.26800000 40.97890000
494.74900000 40.04890000
497.03100000 39.44160000
498.92300000 39.64080000
499.56800000 40.12370000
499.59100000 40.76850000
500.22900000 41.04990000
502.11200000 41.00730000
503.60700000 41.85190000
505.52200000 42.69600000
506.76400000 42.29140000
507.77900000 41.36320000
508.37600000 40.47580000
509.35300000 38.45940000
509.60300000 39.62790000
510.36100000 37.32960000
511.35700000 35.87740000
511.93300000 34.38550000
513.97700000 32.93200000
515.38500000 31.27790000
516.80700000 30.02670000
518.65300000 28.89590000
519.87400000 27.88690000
521.95000000 27.36040000
523.61500000 27.07620000
525.28600000 26.95330000
527.17500000 27.07190000
528.64100000 27.07020000
530.09700000 26.78630000
531.97100000 26.46160000
533.42000000 25.97620000
535.08000000 25.53080000
537.15300000 24.92370000
540.06200000 24.27530000
541.71900000 23.74940000
543.80000000 23.38410000
545.46700000 23.14030000
547.13600000 22.93670000
548.80700000 22.81380000
551.11000000 22.81100000
551.75000000 23.13270000
553.22700000 23.45330000
554.27800000 23.57300000
555.11700000 23.61230000
556.78600000 23.40870000
557.60900000 23.00470000
558.63700000 22.43920000
559.66100000 21.79310000
561.52500000 21.18620000
563.62300000 21.30460000
564.48500000 21.98880000
565.55300000 22.59200000
567.25100000 23.23490000
567.47800000 23.75850000
567.70800000 24.32250000
568.78400000 25.16760000
569.01100000 25.65100000
569.65400000 26.09360000
570.30500000 26.73770000
571.16800000 27.46210000
571.61500000 28.26760000
572.69000000 29.07240000
572.92300000 29.75730000
573.99600000 30.48150000
574.65400000 31.32710000
574.68500000 32.21380000
575.54500000 32.85760000
576.82000000 33.38000000
578.69200000 33.01500000
579.30400000 32.57090000
579.70200000 31.96590000
580.51700000 31.32000000
581.12300000 30.67440000
581.72000000 29.78700000
582.52400000 28.81870000
583.33200000 27.97130000
584.76900000 27.12320000
586.41900000 26.39570000
587.86600000 25.87000000
590.36400000 25.42370000
593.29100000 25.29920000
595.19300000 25.78060000
596.05900000 26.58560000
597.35200000 27.63200000
598.22500000 28.63850000
598.46200000 29.44430000
598.90500000 30.12900000
598.93500000 30.97530000
599.81200000 32.10280000
600.05600000 33.11010000
600.94200000 34.47940000
600.98000000 35.56760000
601.65600000 36.93710000
602.12200000 38.30690000
602.21900000 41.08780000
602.47100000 42.29660000
602.58100000 39.43490000
602.96000000 44.31120000
603.00000000 45.43970000
603.26500000 47.05160000
603.58600000 44.22990000
603.74500000 48.78410000
603.98400000 49.63020000
604.86600000 50.91890000
604.91000000 52.16830000
606.20200000 53.17430000
606.66100000 54.34260000
607.53700000 55.42980000
608.40800000 56.39600000
609.05500000 56.91920000
610.53100000 57.19950000
611.59400000 57.68190000
612.45000000 58.20480000
614.14400000 58.72670000
616.45600000 58.96580000
618.12400000 58.76220000
619.16000000 58.43850000
619.98100000 57.95390000
621.01100000 57.46900000
622.03300000 56.74230000
622.21400000 55.93600000
623.23000000 55.04800000
624.03100000 53.99920000
625.25000000 52.90950000
626.05100000 51.86060000
626.84200000 50.52960000
628.47800000 49.39910000
628.86000000 48.35070000
630.07900000 47.26100000
631.29900000 46.21160000
632.71700000 44.83950000
633.91600000 43.18560000
636.79000000 41.52960000
637.57700000 40.07770000
639.40800000 38.54390000
641.44900000 37.00990000
644.32900000 35.51510000
646.58700000 34.22270000
650.10200000 32.92870000
652.36800000 31.83770000
654.85700000 31.14950000
657.13900000 30.54220000
660.47600000 30.13510000
663.00000000 30.45450000
665.73800000 30.89450000
668.25800000 31.09300000
672.04000000 31.45120000
675.62000000 32.01110000
677.94200000 32.53230000
680.27100000 33.25490000
682.38700000 33.89720000
684.49300000 34.21710000
688.05600000 34.29340000
690.76400000 33.88710000
693.26000000 33.40040000
695.12500000 32.83390000
696.97500000 31.82410000
698.63000000 31.25780000
700.70600000 30.73130000
702.77800000 30.08400000
705.47500000 29.35520000
708.18200000 28.90860000
711.73500000 28.70280000
714.03700000 28.65970000
716.36300000 29.30180000
718.69100000 29.98410000
720.39700000 30.86880000
722.11200000 31.99520000
724.23900000 32.95990000
725.31600000 33.80500000
726.39800000 34.81130000
728.11000000 35.85720000
729.19100000 36.82320000
730.06800000 37.95070000
730.93700000 38.83630000
732.64200000 39.68060000
734.33100000 40.08160000
736.20900000 39.87780000
737.43800000 39.11060000
738.44500000 37.94050000
740.06900000 36.48760000
741.08300000 35.51910000
741.88100000 34.38960000
743.09200000 33.09840000
744.30000000 31.68620000
745.71400000 30.19330000
747.13900000 29.02270000
748.56800000 27.97310000
750.00400000 27.12490000
750.82700000 26.68060000
751.65000000 26.27660000
753.10900000 26.07330000
755.19500000 25.82890000
757.06700000 25.46390000
758.51700000 25.01880000
760.18600000 24.81530000
762.90800000 24.81200000
765.22800000 25.29280000
767.33800000 25.73360000
770.27100000 25.77040000
773.62600000 25.88720000
777.40100000 26.04390000
780.13900000 26.48390000
783.51500000 27.20530000
